text,category
"L’esistenza e il contenuto del procedimento di mediazione e arbitrato, inclusi i documenti e le memorie sottoposti dalle parti, la corrispondenza da e per l’International Chamber of Commerce, la corrispondenza dal mediatore, e la corrispondenza, ordinanze e sentenze emesse dall’arbitro, rimarranno strettamente riservati e non potranno essere divulgati a terzi senza l’espresso consenso scritto dell’altra parte salvo che",competence
la divulgazione a terzi sia ragionevolmente necessaria nell’ottica dell’espletamento del procedimento di mediazione o arbitrato,competence
il terzo accetti incondizionatamente per iscritto di essere vincolato dall’obbligo di riservatezza quivi stipulato,competence
"I presenti Termini costituiscono l’intero Contratto e intesa delle parti con riferimento al suo oggetto e succedono e sostituiscono e derogano a tutti gli accordi o gli impegni precedenti o contemporanei, relativi al medesimo oggetto",competence
"Tuttavia, il rapporto tra l'utente e Yelp è disciplinato dalla versione in lingua inglese e in caso di eventuali discrepanze tra le diverse versioni farà fede la versione in lingua inglese",competence
"In caso di conflitti fra le Condizioni generali applicabili alle offerte e ai buoni Yelp e le presenti Condizioni, faranno fede le prime",competence
"In caso di conflitto fra le Condizioni applicabili alla pubblicità su Yelp e le presenti Condizioni, faranno fede le prime",competence
"Le presenti Condizioni, nonché eventuali reclami, azioni legali o controversie che dovessero sorgere fra l'utente e Yelp (per brevità, un ""Reclamo""), saranno disciplinati dal diritto irlandese, a prescindere da eventuali conflitti di legge",competence
"IN ORDINE AD EVENTUALI RECLAMI PRESENTATI DALLE PARTI, L'UTENTE ACCETTA DI SOTTOSTARE ALLA COMPETENZA ESCLUSIVA DEI TRIBUNALI IRLANDESI A DUBLINO",competence
Le Condizioni rappresentano l’intera intesa fra l'utente e noi in merito all’uso del Sito e annullano e sostituiscono qualsiasi precedente intesa intercorsa tra l'utente e noi riguardo alla materia qui disciplinata. Le parti convengono di astenersi dal fare affidamento a qualsiasi dichiarazione fatta ma non espressamente sancita nelle presenti Condizioni,competence
"I presenti Termini e tutte le controversie in merito ad esecuzione, interpretazione e validità del presente contratto sono soggette alla legge, alla giurisdizione dello Stato e alla competenza esclusiva del tribunale del luogo in cui ha sede il Titolare",competence
"Fa eccezione il foro esclusivo del consumatore, qualora la legge lo preveda",competence
"Di conseguenza, se sei un consumatore europeo, puoi usare tale piattaforma per la risoluzione di ogni disputa nascente dal contratto online stipulato con il Titolare",competence
Il presente Contratto è regolato dalla legge italiana,competence
"Ogni controversia relativa all’applicazione, esecuzione, interpretazione e violazione dei presenti Termini è sottoposta alla giurisdizione italiana",competence
"Per tali controversie, se si tratta di Utente residente o domiciliato in Italia, è competente il Foro del luogo di residenza o di domicilio di quest’ultimo",competence
"Il presente Accordo e tutte le azioni correlate all'utilizzo da parte tua della Piattaforma di Quora verranno disciplinate dalle leggi dello Stato della California, senza riguardo ad alcuna disposizione in materia di conflitti tra leggi oppure riguardo alla tua nazionalità o al tuo Paese di residenza",competence
"A meno che non siano state sottoposte ad arbitrato come indicato nel paragrafo seguente, tutte le rivendicazioni, i procedimenti giudiziari o i contenziosi derivanti e connessi all'utilizzo da parte tua della Piattaforma di Quora verranno depositati esclusivamente presso il tribunale della Santa Clara County, California e tu acconsenti alla giurisdizione e alla sede di tali tribunali e rinunci a qualsiasi obiezione riguardo l'appropriatezza del tribunale",competence
"Per qualsiasi richiesta di risarcimento (escluse le ingiunzioni o altri provvedimenti creditizi) prevista dal presente Accordo, e in caso l'importo totale del premio richiesto sia inferiore ai $10.000, la parte richiedente può decidere di risolvere la controversia tramite un arbitrato vincolante senza comparizione in tribunale",competence
"La parte che elegge quel determinato arbitrato avvierà l'arbitrato tramite un fornitore affermato di risoluzioni alternative delle controversie (ADR), concordato di comune accordo tra le parti. Il fornitore ADR e le parti devono rispettare le seguenti regole",competence
"l'arbitrato è condotto telefonicamente, online e/o basandosi esclusivamente su comunicazioni scritte, come deciso dalla parta che ha avviato l'arbitrato",competence
"l'arbitrato non comporterà alcuna apparizione personale delle parti o dei testimoni, salvo diversamente concordato di comune accordo tra le parti",competence
qualsiasi giudizio sul lodo arbitrale potrà essere presentato in qualsiasi tribunale avente giurisdizione in materia,competence
Accetti il fatto che Quora sia gestita negli Stati Uniti e che sia considerata avente sede esclusiva in California e come servizio passivo ai fini dell'analisi giurisdizionale,competence
"Per qualsiasi reclamo per il quale l'arbitrato risulti inapplicabile, accetti che tali reclami vengano portati di fronte a un tribunale federale o statale nella Santa Clara County, in California, e regolati dalle leggi dello Stato della California e dalla legge federale degli Stati Uniti, indipendentemente da conflitti di disposizioni legislative",competence
"Qualora una versione tradotta di queste Condizioni generali di utilizzo del Servizio (o eventuali altre condizioni, policy o linee guida fornite all'utente) differisca dalla versione in lingua inglese, quest'ultima è da ritenersi la versione ufficiale",competence
"L'utente e Tumblr accettano di risolvere ogni reclamo o controversia, sia essa per legge o equità, derivate dal presente Accordo o dai Servizi, conformemente alla presente Sezione o come concordato tra Tumblr e l'utente per iscritto",competence
"Tutti gli aspetti del presente Accordo saranno regolati dalle leggi dello Stato di New York in quanto applicabili agli accordi conclusi, e che devono essere integralmente eseguiti, sul territorio di New York tra residenti di New York, in deroga a qualsiasi principio applicabile ai conflitti di leggi",competence
"L'utente accetta che ogni reclamo o controversia che possa avere nei confronti di Tumblr sia decisa esclusivamente da un tribunale statale o federale della Contea di New York, New York, salvo diverso accordo tra le parti. L'utente accetta di assoggettarsi alla giurisdizione personale dei tribunali ubicati nella Contea di New York, New York, allo scopo di discutere qualsivoglia reclamo o controversia",competence
"Per tali entità, il presente Accordo e ogni relativa azione saranno governati dalle leggi degli Stati Uniti d'America, in deroga a qualsiasi principio applicabile ai conflitti di leggi, e, in mancanza di leggi federali e nella misura consentita dalle leggi federali, dalle leggi dello Stato di New York, escludendo la scelta del foro competente",competence
"Questo Accordo sostituisce tutti gli accordi e intese informali, precedenti o contemporanei, scritti o orali, relativi all'oggetto dello stesso e costituisce l'intero e unico accordo tra le parti",competence
"Tranne per quanto stabilito in questa Sezione o come esplicitamente concordato per iscritto tra utente e Spotify, gli Accordi costituiscono tutti i termini e le condizioni concordati tra l’utente e Spotify, e sostituiscono qualsiasi accordo precedente in relazione all’argomento di questi Accordi, sia esso scritto o verbale",competence
"Nell’eventualità che esista un conflitto inconciliabile tra termini aggiuntivi e questi Termini, prevarranno i termini aggiuntivi",competence
"Tranne ove altrimenti richiesto ai sensi di una legge obbligatoria di uno stato membro dell’Unione Europea o altra giurisdizione, gli Accordi (ed eventuali controversie/reclami non contrattuali derivanti da o correlati a tali Accordi) sono soggetti alle leggi dello stato o del Paese indicato nell’elenco che segue, indipendentemente da scelta o conflitti di principi di legge",competence
"Inoltre, l’utente e Spotify concordano di assegnare ai tribunali del seguente elenco la competenza per la risoluzione di eventuali controversie, reclami o controversie derivanti dall’applicazione degli Accordi (ed eventuali controversie/reclami non contrattuali derivanti da o collegati a tali Accordi). (In alcuni casi, tale competenza sarà “esclusiva”, a indicare che l’argomento non potrà essere giudicato da tribunali di nessun altro Paese; è competente; in altri casi, la competenza sarà “non esclusiva”, a indicare che possono essere competenti anche i tribunali di altri Paesi. Queste differenze sono indicate nella tabella.)",competence
"Polonia, Italia Leggi svedesi Esclusiva; tribunali del Paese locale",competence
Turchia Leggi svedesi Non esclusiva; tribunali e altre corti della Repubblica Turca,competence
"Brasile Leggi brasiliane Esclusiva; tribunali statali e federali di San Paolo, Stato di San Paolo, Brasile",competence
"Canada Leggi della provincia dell’Ontario Esclusiva; tribunali dell’Ontario, Canada",competence
"Stati Uniti, Argentina, Bolivia, Cile, Colombia, Costa Rica, Repubblica Dominicana, Ecuador, El Salvador, Guatemala, Honduras, Nicaragua, Panama, Paraguay, Perù, Uruguay Stato della California, Stati Uniti Esclusiva; tribunali statali e federali della Contea di San Francisco, CA, o di New York, NY",competence
"Estonia, Hong Kong, Lettonia, Lituania Leggi svedesi Non esclusiva; tribunali svedesi",competence
Spagna Legge spagnola Esclusiva; tribunali del domicilio attuale del consumatore in Spagna.,competence
Tutti gli altri Paesi Leggi svedesi Esclusiva; tribunali svedesi,competence
Spotify non accetta come obbligatori codici di condotta in relazione ai servizi forniti ai sensi di questi Accordi,competence
"OVE CONSENTITO AI SENSI DELLA LEGGE VIGENTE, L’UTENTE E SPOTIFY CONCORDANO CHE CIASCUNO POTRÀ PRESENTARE RICHIESTE NEI CONFRONTI DELL’ALTRO SOLO NELLA PROPRIA VESTE INDIVIDUALE E NON COME UN RICORRENTE O MEMBRO DI UNA CLASS ACTION IN QUALSIASI CLASSE PRESUNTA O AZIONE RAPPRESENTATIVA",competence
"Qualora l’utente sia ubicato, abbia sede/uffici o svolga attività in una giurisdizione in cui la presente Sezione 24.3. non è applicabile, all’utente in questione si applicano le seguenti clausole di arbitrato obbligatorie",competence
"L’utente e Spotify concordano che qualsiasi causa, reclamo o controversia tra utente e Spotify derivante da o relativa in qualsiasi modo a questi Accordi o al rapporto dell’utente con Spotify in veste di utente del Servizio (sia in base a un contratto, torto, statuto, frode, travisamento o qualsiasi altra teoria legale e indipendentemente dal fatto che tali reclami sorgano durante o dopo il termine degli Accordi) saranno risolti mediante un arbitrato individuale vincolante obbligatorio",competence
"L’eventuale arbitrato tra utente e Spotify sarà risolto secondo le regole di arbitrato della International Chamber of Commerce (“ICC”) in vigore al momento (e “Regole ICC”) da uno o più arbitri incaricati in conformità con le Regole ICC, come modificate da questi Accordi, e sarà gestito dalla International Court of Arbitration di ICC",competence
"L’eventuale arbitrato sarà condotto in lingua inglese e, tranne ove altrimenti richiesto da una legge obbligatoria di uno stato membro dell’Unione Europea o di qualsiasi altra giurisdizione, la legge da applicare in tale arbitrato sarà quella dello Stato della California, Stati Uniti, indipendentemente da scelta o conflitti di principi di legge",competence
"Un eventuale arbitrato deve essere iniziato con la presentazione di una domanda per arbitrato entro UN (1) ANNO dalla data in cui la parte che presenta il reclamo viene o dovrebbe ragionevolmente venire a conoscenza dell’atto, dell’omissione o della mancanza che dà origine a tale reclamo",competence
inoltre non deve esservi alcun diritto ad altro rimedio per eventuali reclami non presentati entro tale periodo di tempo,competence
"Laddove la legge vigente proibisca di limitare a un anno il periodo per la presentazione dei reclami, l’eventuale reclamo deve essere presentato nel minor lasso di tempo consentito dalla legge vigente",competence
"Durante l’arbitrato, l’importo di un’eventuale offerta di accordo presentata dall’utente o da Spotify non dovrà essere rivelato all’arbitro fino a quando questi non avrà preso una decisione e una sentenza finali, ove pertinente",competence
"Laddove la controversia sia infine risolta tramite arbitrato a favore dell’utente, Spotify pagherà all’utente",competence
"l’importo stabilito dall’arbitro, se pertinente",competence
l’ultimo importo previsto nell’accordo scritto e offerto da Spotify per risolvere la disputa prima della sentenza del’arbitro,competence
"1.000 dollari USA, quale che sia l’importo superiore tra questi",competence
"Qualora la rinuncia alle class action della Sezione 24.2 risulti essere inapplicabile nell’arbitrato, o qualunque parte della Sezione 24.3 risulti inapplicabile, l’intera Sezione 24.3 sarà considerata nulla e annullata, e in questo caso le parti concordano che la sede di competenza esclusiva descritta nella Sezione 24.1 regolerà qualsiasi azione derivante da o correlata agli Accordi",competence
"Il portale di TripAdvisor è operato da un'entità giuridica degli Stati Uniti e il presente Accordo è regolato dalle leggi del Commonwealth del Massachusetts, USA",competence
L'Utente accetta pertanto di affidare la giurisdizione esclusiva e la sede processuale ai tribunali del Massachusetts (Stati Uniti) accettando l'imparzialità e la conformità dei procedimenti presieduti da tali tribunali per tutte le controversie risultanti da o correlate all'utilizzo del portale,competence
"Per tutti i reclami avanzati nei confronti di TripAdvisor da parte dell'Utente e risultanti da o correlati al portale, l'Utente accetta di costituirsi in udienza e di procedere alla risoluzione presso un tribunale di materia competente ubicato nel Commonwealth del Massachusetts",competence
"Il presente Accordo (e tutti i termini e condizioni ivi inclusi) costituisce l'intero accordo tra Utente e TripAdvisor in relazione al portale e sostituisce eventuali comunicazioni o proposte precedenti o concomitanti, in forma elettronica, orale o scritta, intercorse tra cliente e TripAdvisor in relazione al portale",competence
"PER I GIOCATORI STATUNITENSI E CANADESI, COME DI SEGUITO INDICATO, LE CONTROVERSIE TRA L’UTENTE E ZYNGA DOVRANNO ESSERE RISOLTE MEDIANTE ARBITRATO E SU BASE INDIVIDUALE, SALVO ECCEZIONI",competence
"Qualora dovesse insorgere una controversia con Zynga, si applicheranno a questa la versione dei Termini, delle Regole della Community e dei Termini delle Funzioni in vigore al momento della ricezione da parte di Zynga della notifica effettiva della controversia",competence
"Nel caso di disposizioni o informazioni presenti nei Termini o nella nostra Informativa sulla Privacy in contrasto con altri termini o informative di Zynga, saranno i presenti Termini e Informativa sulla Privacy a prevalere",competence
"Gli Utenti residenti in California rinunciano alla disposizione di cui al Codice Civile della California all’Articolo 1542, che recita: “Un esonero generico non si estende alle pretese di cui il creditore non è a conoscenza o di cui non sospetta che siano a suo favore al momento dell’esonero, che ove fossero state note dal medesimo avrebbero influito in modo sostanziale sulla transazione con il debitore""",competence
"Prima di intentare un’azione legale, l’Utente deve prima contattare il nostro team Assistenza Clienti su https://www.zynga.com/support",competence
"Nel caso in cui non sia possibile risolvere la controversia tra l’Utente e Zynga tramite l’Assistenza Clienti, l’Utente e Zynga accetteranno di rimettersi all’arbitrato come di seguito indicato",competence
"Accettando volontariamente i presenti Termini (e in molti dei nostri Servizi il cliccare volontariamente o l’utilizzare un pulsante di gioco indicano l’accettazione dei presenti Termini), l’Utente, Zynga e qualsiasi membro del Gruppo Aziendale Zynga Corporate Family sono tutti concordi, nella misura massima consentita dalla legge, nel deferire all’arbitrato definitivo e vincolante eventuali controversie scaturenti, relative o connesse ai Termini, ai Termini delle Funzioni, alle regole della Community, alla nostra collaborazione con l’Utente o ai Servizi Zynga, tra cui, a titolo esemplificativo, l’uso dei Servizi da parte dell’Utente e delle informazioni fornite dallo stesso tramite i Servizi",competence
"Detta disposizione si applica a tutte le pretese scaturenti a qualsiasi titolo, salvo che la pretesa non ricada nell’ambito delle Deroghe alla Convenzione di Arbitrato di seguito identificate",competence
"Il procedimento di arbitrato si svolge dinanzi a un arbitro neutrale al posto di un giudice o una giuria. Pertanto, accettando volontariamente i presenti Termini, l’Utente, Zynga e qualsiasi membro del Gruppo Aziendale Zynga accettano tutti di rinunciare al diritto di agire in giudizio dinanzi a un giudice o una giuria",competence
"Qualora una parte non sia d’accordo sull’azionabilità o sull’applicabilità alla controversia del presente Articolo 15 (o di qualsiasi parte dell’Articolo 15, comprese a titolo esemplificativo le disposizioni relative all’arbitrato, alla rinuncia della class action e all’annullamento dell’iscrizione) tutte le parti convengono che la competenza esclusiva a decidere sulle dette questioni spetterà al tribunale",competence
"Inoltre, qualora l’Utente, Zynga o un membro del Gruppo Aziendale Zynga intenti un’azione legale in un tribunale che dovrebbe essere soggetta ad arbitrato o nel caso in cui una delle parti dovesse rifiutarsi di deferire all’arbitrato una causa soggetta ad arbitrato, l’altra parte potrà rivolgersi a un tribunale per ingiungere alle parti di deferire all’arbitrato la decisione della causa (ovvero imporre l’arbitrato)",competence
"L’Utente, Zynga o il membro del Gruppo Aziendale Zynga possono, inoltre, richiedere a un tribunale di interrompere un procedimento giudiziale (ovvero sospendere il procedimento giudiziale) mentre è in corso una procedura di arbitrato",competence
"L’American Arbitration Association (Associazione Americana dell’Arbitrato, AAA) regolerà qualsiasi procedimento di arbitrato tra l’Utente e Zynga o il membro del Gruppo Aziendale Zynga, e si applicheranno le norme e le procedure dell’AAA in vigore al momento, ivi compreso il Regolamento di Arbitrato per i Consumatori",competence
"In caso di divergenze tra i presenti Termini e le norme e procedure dell’AAA, le parti accettano di seguire i presenti Termini",competence
"Se l’Utente risiede al fuori degli Stati Uniti, l’arbitrato potrà svolgersi nella contea di residenza al momento della presentazione della domanda di arbitrato",competence
"Se l’Utente risiede negli Stati Uniti l’arbitrato sarà avviato nello Stato della California, Stati Uniti d’America",competence
"L’Utente e Zynga accettano inoltre di rimettersi alla giurisdizione personale dello Stato federale della Contea di San Francisco, California per sospendere i procedimenti in pendenza dell’arbitrato o per confermare, modificare, ritirare o richiedere l’esecuzione del provvedimento riconosciuto dall’arbitro",competence
"L’Utente e Zynga accettano di comparire (personalmente o da remoto tramite telefono, videoconferenza o altra comunicazione elettronica dal vivo) alle udienze salvo che l’Utente e Zynga convengano diversamente",competence
"Il versamento di tutti i costi e le spese di presentazione degli atti, amministrative e dell’arbitrato saranno disciplinate dal Regolamento di Arbitrato dell’AAA per i Consumatori salvo che l’Utente dimostri che tali costi e spese sono eccessivamente onerose rispetto a un procedimento in tribunale, Zynga pagherà l’importo di tali costi e spese considerati dall’arbitro necessari per evitare che l’arbitrato sia ancor più oneroso del procedimento in tribunale (fatto salvo il rimborso di seguito indicato)",competence
"Nel caso in cui l’arbitro decida che tutte le pretese avanzate in sede di arbitrato siano prive di concreto fondamento ai sensi della disposizione 11 del Federal Rule of Civil Procedure (Codice di Procedura Civile Federale), l’Utente accetta di rimborsare a Zynga tutte le spese e i costi sostenuti da quest’ultima e che l’Utente avrebbe dovuto pagare ai sensi delle norme dell’AAA",competence
"Nell’eventualità in cui l’AAA non sia in grado di nominare un arbitro per una pretesa intentata dall’Utente o da Zynga, ciascuna parte potrà richiedere la nomina di un arbitro a un tribunale statale o federale in San Francisco, California",competence
"L’arbitro nominato dal tribunale svolgerà l’arbitrato conformemente al regolamento e alle procedure dell’AAA (anche per quanto concerne i costi e le spese), salvo che i detti Termini prevedano diversamente",competence
Le parti accettano di rimettere la decisione delle controversie al tribunale,competence
"La proprietà intellettuale dell’Utente, di Zynga o di un membro del Gruppo Aziendale Zynga (per esempio, marchi commerciali, segni distintivi, nomi di dominio, segreti commerciali, diritti d’autore o brevetti)",competence
Relativi a qualsiasi violazione delle Regole della Community,competence
Nei casi in cui l’unico rimedio disponibile è un provvedimento ingiuntivo,competence
Nell’ambito della competenza relativa alle controversie di modesta entità,competence
"Le parti accettano di non richiedere provvedimenti ingiuntivi in sede di arbitrato, che dovranno essere richiesti in tribunale. Nel caso di una controversia di una parte in cui questa richieda l’ottenimento di provvedimenti di ingiunzione e altri provvedimenti, la parte dovrà richiedere il provvedimento di ingiunzione in tribunale e procedere con l’arbitrato per richiedere gli altri provvedimenti",competence
"Accettando volontariamente i presenti Termini (e in molti dei nostri Servizi il cliccare o l’utilizzare un pulsante di gioco indicano l’accettazione dei presenti Termini), l’Utente, Zynga e il Gruppo Aziendale Zynga accettano che le parti potranno intentare una causa le une contro le altre esclusivamente su base individuale",competence
Ciò significa,competence
"Le parti accettano che né l’Utente né Zynga o qualsiasi altro membro del Gruppo Aziendale Zynga potrà intentare un’azione legale in qualità di attore o membro di classe di un’azione collettiva, di un’azione connessa o di un’azione di gruppo",competence
"Le parti convengono che l’arbitro non ha la facoltà di unire più di un’azione legale da parte di una persona fisica in una stessa causa e non ha la facoltà di presiedere procedimenti di arbitrato connessi, di categoria o di gruppo (salvo che le parti accettino di modificare le menzionate esclusioni)",competence
"Le parti accettano che la decisione o il lodo arbitrale nella causa di una persona fisica può riguardare soltanto la persona che ha intentato l’azione legale, non altri giocatori di Zynga, e non può essere utilizzata per decidere in merito ad altre controversie con altri giocatori",competence
"L’Utente ha il diritto di rinunciare all’arbitrato e di non essere vincolato allo stesso e di rinunciare alle disposizioni sulla class action di cui al presente Articolo 15 inviandoci una comunicazione scritta avente ad oggetto la sua decisione tramite l’ Assistenza Clienti o tramite servizio postale in base a quanto indicato nelle Comunicazioni. La comunicazione dovrà essere inviata entro 30 (trenta) giorni dal primo utilizzo dei Servizi o disponibilità di rinuncia, in base a quale delle due date sia successiva, altrimenti l’Utente sarà vincolato a deferire le controversie all’arbitrato in base a quanto indicato nell’Articolo 15. Nel caso di rinuncia alle disposizioni sull’arbitrato neanche Zynga sarà vincolata alle stesse",competence
"Se l’Utente risiede negli Stati Uniti, accetta che i presenti Termini incidono sul commercio interstatale e che la Federal Arbitration Act (Legge Federale sull’Arbitrato) (comprese le disposizioni procedurali della stessa) disciplinano l’interpretazione e l’applicabilità dell’Articolo 15 (Convenzione di Arbitrato e Rinuncia alla Class Action",competence
"In aggiunta a quanto precede, i presenti Termini e la nostra collaborazione con l’Utente saranno disciplinati dal diritto californiano, con esclusione delle norme di diritto internazionale privato",competence
"Se l’Utente risiede al di fuori degli Stati Uniti, i presenti Termini e la nostra collaborazione con l’Utente saranno disciplinati dalle leggi irlandesi, con esclusione delle norme di diritto internazionale privato",competence
"Se l’Utente risiede negli Stati Uniti, i procedimenti giudiziari (diversi dalle controversie di modesta entità) che sono esclusi dalla Convenzione di Arbitrato di cui all’Articolo 15 dovranno essere intentati dinanzi ai tribunali statali o federali di San Francisco, California, a meno che entrambe le parti non concordino un foro alternativo",competence
"L’Utente, Zynga e il Gruppo Aziendale Zynga accettano il foro e la giurisdizione personale di San Francisco, California",competence
"Se l’Utente risiede in qualsiasi luogo diverso dagli Stati Uniti, i procedimenti giudiziari dovranno essere intentati dinanzi a una corte della giurisdizione competenti nello stato di residenza principale (""giurisdizione applicabile""), salvo che le parti non concordino un foro alternativo",competence
"L’Utente, Zynga e il Gruppo Aziendale Zynga accettano il foro e la giurisdizione personale della Giurisdizione Applicabile",competence
"I presenti Termini e qualsiasi altra informativa o norma a cui facciamo riferimento nei presenti Termini costituiscono l’intero accordo tra l’Utente e noi relativamente all’oggetto dei presenti Termini e sostituiranno tutte le precedenti intese tra le parti relativamente all’oggetto dei presenti Termini, sia che dette intese siano state concordate in forma elettronica, orale o scritta o stabilite per consuetudine, prassi, politica o precedente tra l’Utente e noi",competence
Questa disposizione non si applica agli Utenti che risiedono al di fuori del SEE,competence
"Se la versione tradotta dovesse assumere un significato diverso rispetto alla versione in lingua inglese, sarà quest’ultima versione a far fede",competence
Questa disposizione non si applica agli Utenti che risiedono al di fuori del SEE,competence
"Nel caso in cui questa convenzione d'arbitrato non si applichi a voi o al vostro reclamo, qualsiasi procedimento giudiziario deve essere devoluto alla competenza dei tribunali federali o statali della Contea di San Francisco, in California. L'utente e Weebly accettano di sottoporsi alla giurisdizione personale ed esclusiva dei tribunali di San Francisco, in California",competence
"Ogni questione inerente l’accesso o l’utilizzo del Sito, inclusa ogni eventuale controversia, sarà regolata dalle leggi degli Stati Uniti e della California, senza alcun riferimento ai relativi conflitti tra diversi criteri di legge",competence
"L’utente accetta e si sottopone alla giurisdizione esclusiva dei tribunali statali e federali della Contea di Santa Clara, California, e rinuncia espressamente ad avanzare alcuna obiezione circa tale giurisdizione",competence
"La clausola precedente relativa alla giurisdizione non è applicabile se l’utente risiede nell’Unione Europea. In tal caso, l’utente potrà avanzare la richiesta presso i tribunali del Paese in cui risiede",competence
"In caso di controversie tra Apple e l’utente derivanti da o correlate all’utilizzo del Sito, le parti cercheranno di risolvere tali dispute prontamente e in buona fede",competence
"In caso di controversie tra Apple e l’utente derivanti da o correlate all’utilizzo del Sito, le parti cercheranno di risolvere tali dispute prontamente e in buona fede. Se non riusciranno a risolvere la controversia in tempi ragionevoli (non superiori a trenta (30) giorni), entrambe le parti avranno il diritto di avviare un tentativo di conciliazione",competence
"Queste e altre funzioni potrebbero richiedere l'accesso, l'archiviazione e la scansione dei tuoi file da parte del nostro sistema",data protection
Booking.com rispetta la tua privacy. Consulta le nostre norme sulla privacy e sui cookie per ulteriori informazioni,data protection
"Quando l'utente utilizza i servizi EA, EA può raccogliere e immagazzinare dati dal computer o dispositivo in uso, incluse informazioni sul computer o dispositivo e sistema operativo (quali indirizzo IP e ID dispositivo), informazioni sull'uso del servizio EA, statistiche di gioco e d'uso, interazioni di sistema e hardware periferico (ad es. per proteggere le statistiche di gioco, EA può posizionare un numero identificativo casuale nel keychain storage del dispositivo. Tale identificativo sarà eliminato nel momento in cui il dispositivo viene resettato)",data protection
"Se l'utente utilizza il servizio EA offline, questi dati verranno memorizzati sul dispositivo e trasmessi a EA quando il dispositivo si connetterà a Internet",data protection
"EA utilizza queste informazioni per la propria attività, per migliorare i prodotti e servizi, per fornire servizi e comunicare con l'utente (anche a scopo promozionale), per fornire aggiornamenti del software, contenuti generati dinamicamente e supporto software, nonché per risolvere problemi o comunque migliorare l'esperienza dell'utente",data protection
"Se l'utente partecipa a servizi online, EA può anche raccogliere, usare, archiviare, trasmettere e pubblicare dati statistici concernenti il gioco (inclusi punteggi, posizioni in classifica e risultati ottenuti) o identificare il materiale creato e condiviso dall'utente con altri giocatori",data protection
"I dati dell'utente vengono raccolti, usati, salvati e trasmessi da EA Inc. negli Stati Uniti, in conformità della Politica sulla privacy e sui cookie EA all'indirizzo privacy.ea.com/it.",data protection
Facebook usa i dati personali dell’utente per aiutare a determinare quali inserzioni mostrare all'utente,data protection
"Facebook non vende dati personali dell’utente agli inserzionisti e non condivide informazioni che identificano direttamente dell'utente (informazioni come il nome, l’indirizzo e-mail o altre informazioni di contatto dell’utente) con gli inserzionisti senza l'autorizzazione specifica dell'utente",data protection
Facebook fornisce agli inserzionisti report sulle prestazioni delle proprie inserzioni per consentire loro di comprendere in che modo gli utenti interagiscono con i loro contenuti,data protection
La Normativa sui dati di Facebook illustra come Facebook raccoglie e usa i dati personali dell'utente al fine di determinare alcune delle inserzioni che questi visualizza e di fornire tutti gli altri servizi descritti di seguito,data protection
Facebook condivide dati con altre aziende di Facebook quando individua un uso improprio o un comportamento dannoso da parte di qualcuno che usa uno dei Prodotti di Facebook,data protection
"Ciò comprende l'analisi dei dati sugli utenti che Facebook possiede e la comprensione del modo in cui gli utenti usano i Prodotti, ad esempio effettuando sondaggi e test e risolvendo i problemi delle nuove funzioni",data protection
La Normativa sui dati di Facebook illustra come vengono usati i dati per supportare la ricerca finalizzata allo sviluppo e al miglioramento dei servizi di Facebook,data protection
"Facebook usa i dati personali dell'utente (ad es., informazioni su attività e interessi) per mostrargli le inserzioni più pertinenti",data protection
La protezione della privacy degli utenti è parte integrante del modo in cui è progettato il sistema delle inserzioni di Facebook,data protection
Ciò implica che Facebook può mostrare all'utente inserzioni pertinenti e utili senza rivelarne l'identità agli inserzionisti,data protection
Facebook non vende i dati personali dell'utente,data protection
Facebook inoltre fornisce agli inserzionisti report sulle prestazioni delle loro inserzioni per consentire loro di comprendere in che modo gli utenti interagiscono con i loro contenuti all'interno e all'esterno di Facebook,data protection
Facebook non condivide informazioni che identificano direttamente l’utente (informazioni come il nome o l'indirizzo e-mail dell’utente che possono essere usati per contattare o identificare l'utente) senza l'autorizzazione specifica dell'utente,data protection
Facebook raccoglie e usa i dati personali dell’utente per fornire all'utente i servizi descritti in precedenza,data protection
"Per maggiori informazioni sul modo in cui Facebook raccoglie e usa i dati dell’utente, è possibile consultare la Normativa sui dati di Facebook",data protection
L'utente può scaricare una copia dei propri dati in qualsiasi momento prima di eliminare il suo l'account,data protection
"l'utente autorizza Facebook a usare il proprio nome, l'immagine del profilo e le informazioni relative alle azioni intraprese su Facebook in relazione o in connessione a inserzioni, offerte e altri contenuti sponsorizzati che Facebook mostra all’interno dei suoi Prodotti, senza alcuna remunerazione a suo vantaggio",data protection
L'utente accetta che i Forum pubblici e le funzionalità ivi offerte sono comunicazioni a uso pubblico e non privato e l'utente non ha alcuna aspettativa di privacy in relazione a qualsiasi Contributo utente in un Forum pubblico,data protection
Le norme sulla privacy di Google illustrano la nostra modalità di trattamento dei dati personali e di protezione della privacy dell’utente quando questi utilizza i nostri Servizi,data protection
"I nostri sistemi automatizzati analizzano i contenuti dell'utente (incluse le email) al fine di offrire funzionalità dei prodotti rilevanti a livello personale, come risultati di ricerca personalizzati, pubblicità su misura e rilevamento di spam e malware",data protection
"Questa analisi si verifica nel momento in cui i contenuti vengono trasmessi, ricevuti e memorizzati",data protection
